Usuario_ID,Nombre_cancion,diff_F_min,diff_F_max,diff_F_prom,diff_F_mediana,diff_P10,diff_P90,diff_rango,diff_rango_efectivo,label
U083,I bet on losing dogs - Mitski,83.4503,499.9756,7.6392,30.6424,46.1163,39.8225,592.904,85.9389,1
U116,A gritos de esperanza - Alex Ubago,77.8465,146.9172,29.2355,26.1971,38.9725,139.1728,68.8888,178.1453,1
U059,Dead women - Mitski,52.8439,417.7122,30.6661,51.1824,11.4634,78.216,468.3884,89.6794,0
U017,Chachacha - Josean log,39.6554,47.2422,31.0089,34.1477,46.5947,92.0519,6.4771,138.6464,1
U005,No me culpes por sentir - Kevin Kaarl,28.6144,323.6309,42.7586,36.3675,66.6015,29.7781,303.43,36.8234,1
U013,No me culpes por sentir - Kevin Kaarl,52.7759,186.8363,18.2777,20.3856,55.1411,0.2948,118.9914,54.8464,1
U009,Back to black - Amy Winehouse,79.8992,205.1022,108.0611,129.5401,108.6716,302.2246,271.7437,193.553,0
U088,Mujeres divinas - Vicente Fernandez,62.9902,82.201,4.8572,11.3565,22.5347,10.6162,169.1204,11.9185,1
U011,Sin miedo a nada - Alex Ubago,84.5936,110.783,68.8483,89.1286,20.3838,52.3147,199.17,31.9308,0
U052,Aca entre nos - Vicente Fernandez,66.8761,563.6353,55.6826,57.9408,45.4861,122.5947,707.1566,77.1085,0
U025,La promesa - Melendi,67.5389,281.1995,18.402,3.225,3.0042,113.5382,444.3366,110.534,1
U020,Someone like you - Adele,64.4801,280.2219,28.4483,17.508,20.4405,55.5343,332.3457,35.0938,1
U047,Las de la intruicion - Shakira,84.5936,315.7371,59.1533,34.3383,31.9752,115.706,399.3028,147.6811,0
U098,Beso - Josean Log,84.5936,176.9872,59.193,40.3893,30.6759,21.9766,89.0225,8.6993,1
U035,Lover girl - Laufey,35.9882,550.9401,71.1914,58.0678,111.4638,66.7823,553.6843,44.6816,0
U037,Billie Jean - Michael Jackson,62.7244,576.8647,125.4223,79.4927,42.7099,171.886,664.307,129.1762,0
U111,Why why why - Shawn Mendes,61.0367,134.753,78.2671,103.7526,18.0773,90.5034,24.2398,108.5807,0
U065,Limonar - Greeicy,14.2034,135.2892,55.2746,58.4242,35.7565,147.3368,116.0534,183.0933,0
U051,I'll change for you - Mitski,13.2274,243.1445,11.4434,26.6265,37.4286,392.0844,197.6037,354.6559,0
U110,West coast - Lana del rey,72.1104,287.6814,4.4012,6.3695,93.6828,73.0927,378.6863,166.7755,1
U063,Rolling in the deep - Adele,41.9008,267.8606,119.4151,102.7401,34.3713,192.7435,187.014,158.3722,0
U006,Por si acaso no regreso - Celia Cruz,35.1621,311.2802,57.0266,9.6238,21.0741,23.9113,335.1795,2.8372,1
U070,Que le den candela - Celia Cruz,2.0481,586.2782,135.1887,125.6103,60.1788,80.3645,633.9629,20.1857,0
U076,Como hacer para olvidarte - Manuel Medrano,49.5001,311.8259,2.4714,38.7361,20.2485,78.015,418.9946,98.2635,1
U095,Mentira - Greeicy,22.8185,145.8033,86.7315,85.6479,76.833,16.2578,167.5818,60.5752,0
U013,Send my love - Adele,50.0771,271.5721,153.6926,119.1125,99.302,212.9642,336.7182,113.6623,0
U058,Estos celos - Vicente Fernandez,51.3542,98.1008,26.0805,24.4392,42.624,109.9893,3.3939,152.6134,1
U059,Limonar - Greeicy,18.8491,138.2399,28.7423,1.7581,32.815,79.9577,154.9213,47.1427,1
U017,Young and beautiful - Lana del rey ,8.7465,110.0456,87.9626,108.2393,103.0553,84.3916,100.1894,187.4468,0
U026,Somedoy - Jung Kook,44.9166,153.7488,100.174,94.1982,0.0995,125.1044,213.4357,125.2039,0
U021,Thriller - Michael Jackson,53.3478,212.3601,5.1261,15.9878,48.4326,153.5491,119.6458,105.1165,1
U098,Milagrosa - Milo J,73.1117,503.7038,94.3142,81.933,14.342,108.2556,580.1865,122.5976,0
U097,Sangre para derramar - Milo J,43.1437,253.2349,6.9043,28.6975,10.0456,194.6864,308.3899,184.6408,0
U102,La vida es un carnaval - Celia Cruz,65.6669,278.5104,22.0219,44.0375,123.5179,286.2227,315.9945,409.7406,0
U081,In a lake portuguese -  Mitski,15.7912,103.8549,76.8706,91.8216,39.0888,537.7588,9.1241,498.67,0
U005,I bet on losing dogs - Mitski,27.4711,401.8775,39.3221,54.1899,34.1946,71.1791,420.9351,105.3738,0
U116,Treat you better - Shawn Mendes,78.2254,324.6631,14.2323,29.7111,19.0523,74.7061,403.0705,93.7583,1
U085,Rincon - Milo J,80.9332,64.9488,33.2246,52.9402,57.0615,46.5962,122.0236,10.4653,1
U004,Sabes - Alex Ubago,67.138,341.1517,0.4005,2.2834,3.7878,43.6474,479.9656,39.8596,1
U076,Love is a losing game - Amy Winehouse,30.0777,124.3252,109.5645,92.6579,145.8089,48.519,96.7342,97.2898,0
U075,Rie y llora - Celia Cruz,37.8946,205.9446,90.9339,144.5064,0.726,126.8542,60.7243,126.1282,0
U057,Yo vivire (I will survive) - Celia Cruz,49.0472,210.7763,25.493,21.1831,4.0292,160.6752,200.5747,156.6461,1
U095,Remember the time  Michael Jackson,55.411,422.0656,32.117,4.068,13.2028,82.801,476.4366,96.0038,1
U030,Send my love - Adele,81.8948,62.7731,9.7399,26.9625,51.0388,11.2214,136.9316,62.2602,1
U077,Too little too late - Laufey,20.4542,329.0257,83.3221,102.6708,131.3212,91.2777,349.48,222.5988,0
U051,Too little too late - Laufey,57.2433,74.1065,54.7977,60.6907,9.2907,466.1373,72.5817,456.8465,0
U113,The girl is mine - Michael Jackson,59.4279,71.1851,8.4003,22.0359,15.7156,10.9374,12.2276,26.653,1
U049,Rata de dos patas - Paquita la del barrio,53.9884,576.7213,164.5606,178.5075,87.3071,167.2714,662.6834,79.9644,0
U102,Rie y llora - Celia Cruz,54.791,272.1979,33.0239,79.3736,89.3403,316.3246,298.8061,405.6649,0
U019,Rolling in the deep - Adele,65.9542,618.8094,237.6751,222.0911,119.7113,252.8223,794.3452,133.111,0
U013,La vida es un carnaval - Celia Cruz,33.8492,569.873,118.9082,100.7185,106.5379,152.7661,618.7912,46.2283,0
U055,La promesa - Melendi,59.0821,232.8963,22.2667,2.9742,40.7765,86.9729,330.9356,127.7493,1
U118,Rincon - Milo J,52.0939,31.6191,26.1041,5.0443,18.9479,35.9422,113.7389,54.8901,1
U059,Combustion - Josean Log,63.4427,322.6226,25.213,56.3844,85.4066,5.7194,383.8976,79.6872,1
U095,The girl is mine - Michael Jackson,55.411,75.4063,10.5786,7.2784,73.9928,1.5466,21.0353,72.4462,1
U094,Un violinista en tu tejado - Melendi,60.8547,16.5545,20.384,3.9135,20.7562,1.7002,85.0494,22.4564,1
U063,No me culpes por sentir - Kevin Kaarl,41.9008,488.8487,107.3403,89.8651,133.2488,96.0755,569.6953,37.1733,0
U089,I'll change for you - Mitski,22.4064,347.9781,35.8847,0.4429,44.7388,92.7137,357.4843,47.9751,1
U090,Treat you better - Shawn Mendes,54.7533,9.6239,106.8122,85.4746,87.282,132.0988,56.6308,44.8168,0
U110,Tu jardin con enanitos - Melendi,77.6194,546.7552,0.7892,11.4234,21.5499,53.978,643.2691,32.4281,1
U085,In my bed - Amy Winehouse,56.9918,558.9894,92.2509,56.1072,62.0613,75.0358,722.0204,12.9745,0
U001,Desde que estamos juntos - Melendi,48.7455,23.1127,5.7193,19.1415,12.5422,23.2284,37.7875,10.6862,1
U063,Someone like you - Adele,24.9003,182.7195,36.3463,17.27,8.2743,117.1835,84.8724,125.4578,1
U081,Love on the brain - Rihanna,70.8128,13.0575,22.7845,6.1485,2.6006,365.9716,13.3174,368.5722,0
U059,Stitches - Shawn Mendes,63.4427,47.1172,4.531,3.3545,33.1411,17.9391,108.3922,51.0801,1
U054,There's nothing holding me back - Shawn Mendes,84.5936,318.2907,89.2381,97.6122,90.4459,104.6407,253.6028,14.1948,0
U102,Hombres malvados - Paquita la del barrio,84.5936,236.9018,38.66,49.3517,106.4964,290.6735,180.491,397.1698,0
U112,Mas fuerte - Greeicy,5.8527,623.8956,157.5274,171.6778,153.6157,79.6006,720.2268,74.0151,0
U078,Mas fuerte - Greeicy,26.5292,257.867,74.8736,57.835,46.0203,414.2242,199.8507,460.2445,0
U075,Where have you been - Rihanna,67.6972,212.2571,23.0115,67.254,30.5321,6.7934,96.8394,23.7387,1
U012,Let you break my heart again - Laufey,61.0335,118.7128,31.4172,0.5175,2.6797,2.0423,78.1302,4.722,1
U061,Te quiero tanto - Kevin Kaarl,57.6365,417.2264,21.1097,16.0442,19.3928,56.317,507.7735,75.7098,1
U048,Combustion - Josean Log,84.5936,269.1179,114.2302,94.4096,110.4299,191.7641,349.4025,81.3343,0
U033,Combustion - Josean Log,67.8672,141.7492,85.5202,88.4561,141.8987,478.2751,127.7922,336.3764,0
U107,La negra tiene tumbao - Celia Cruz,18.9432,433.3431,80.281,62.0122,124.2118,46.1627,463.4741,78.0492,0
U063,In my bed - Amy Winehouse,17.9594,218.3672,17.4732,5.5655,14.0261,31.0361,113.5792,17.01,1
U094,Cinnamon girl - Lana del rey,50.6936,384.0649,159.096,145.6124,106.0323,272.1831,475.5077,166.1508,0
U099,Pobre pistolita - Paquita la del barrio,80.1763,0.1536,47.05,50.84,57.4485,92.7443,67.086,35.2957,1
U013,Lover girl - Laufey,54.4262,538.6721,83.888,68.5661,84.0997,94.9007,499.3149,10.801,0
U062,West coast - Lana del rey,18.3315,158.7527,14.9594,17.0286,65.7234,186.5383,166.5364,252.2617,0
U115,Sangre para derramar - Milo J,49.6693,303.3284,12.4691,34.8191,45.1888,6.2367,413.647,51.4254,1
U034,When we were young - Adele,54.3008,504.0359,148.1335,164.5002,75.2309,67.4692,589.1344,7.7616,0
U104,Never be alone - Shawn Mendes,33.0441,450.5901,1.6242,12.0962,34.8898,113.687,478.3594,78.7973,1
U080,Retirada - Milo J,8.0637,59.2698,70.408,33.0002,37.0676,21.5528,79.8193,58.6204,1
U020,Sigo aqui - Alex Ubago,81.4806,143.3032,69.7052,57.858,99.3223,173.5978,74.1789,74.2756,0
U001,Stronger than me - Amy Winehouse,0.3869,564.5278,138.2443,130.1789,129.7428,180.2909,576.2955,50.5481,0
U102,Desde que estamos juntos - Melendi,84.5936,309.1301,144.8898,167.3036,16.1209,393.3124,252.7193,377.1915,0
U004,My love mine all mine - Mitski,25.0568,404.8117,73.6559,60.9853,66.9776,70.691,501.5444,3.7134,0
U027,Valentine - Laufey,49.3451,109.0846,21.2542,50.9619,10.9597,301.1174,49.5476,312.077,0
U062,Niño - Milo J,17.5075,295.3949,57.4422,40.3813,32.3126,27.0152,288.4352,5.2974,1
U051,You da one - Rihanna,69.1707,84.8772,7.3578,37.7901,11.999,341.2253,95.2798,329.2263,0
U108,Send my love - Adele,63.0892,21.33,58.8011,10.3655,47.8662,154.3969,50.6737,202.2631,0
U028,San lucas - Kevin Kaarl,54.5809,90.7514,46.2849,31.4719,12.1414,54.9189,21.6273,42.7775,1
U003,Hombres malvados - Paquita la del barrio,81.888,160.3136,0.0689,21.3127,54.4184,134.6739,87.0778,189.0922,1
U078,Addicted to you - Shakira,36.0689,67.6573,8.2093,8.7022,121.1775,292.4787,52.957,413.6562,0
U098,Man down - Rihanna,31.422,151.9837,31.0183,30.3097,108.8326,83.3827,186.7767,25.4499,1
U010,Rehab - Amy Winehouse,10.9018,289.5088,129.2562,122.5945,116.064,68.7347,315.5417,47.3295,0
U120,Where have you been - Rihanna,57.3892,227.9425,4.3657,63.7348,97.1696,339.6772,86.2559,436.8468,0
U087,I am - Milo J,42.908,112.7616,226.7161,225.4673,145.1622,433.2096,58.9147,288.0475,0
U067,Que me perdone tu perro - Paquita la del barrio,67.7894,605.8721,43.1109,35.4991,28.7042,1.1683,749.127,29.8725,0
U110,Me arrepiento - Alex Ubago,77.6194,14.6487,40.7519,47.9132,65.1541,83.2458,111.1626,18.0917,1
U089,La vida es un carnaval - Celia Cruz,59.423,347.9781,20.8401,17.9511,1.7865,120.5254,394.5009,122.312,1
U093,There's nothing holding me back - Shawn Mendes,79.6162,404.5964,128.5293,114.6217,18.828,69.674,377.5968,50.846,0
U093,Stronger than me - Amy Winehouse,30.4838,233.244,45.7145,42.3735,67.7655,2.0471,211.111,65.7184,1
U103,Dead women - Mitski,65.0647,609.272,18.5598,1.1657,90.1349,8.5911,779.9261,81.5438,0
U042,Rie y llora - Celia Cruz,54.2367,201.3204,88.2482,149.568,26.8004,294.6157,36.6069,321.4161,0
U023,Me enamore - Shakira,22.175,358.25,14.5438,23.7651,36.5694,18.8577,380.8911,55.4271,1
U072,Una y otra vez - Manuel Medrano,65.2113,297.4524,79.536,88.5852,7.9552,418.5896,469.971,426.5448,0
U085,Tierra - Josean Log,80.9332,183.4921,21.7151,8.8214,90.4051,24.8823,3.4803,65.5228,1
U108,Que me perdone tu perro - Paquita la del barrio,65.788,319.6309,48.6996,68.9913,111.7684,258.8593,351.6734,147.0909,0
U107,Stitches - Shawn Mendes,72.1148,146.4265,32.5982,48.9786,31.7769,25.1552,229.7292,6.6218,1
U107,Mercy - Shawn Mendes,72.1148,335.2365,37.2514,63.6841,46.3263,39.7325,418.5392,6.5938,0
U023,Limonar - Greeicy,40.0,190.7388,24.0305,24.8938,30.2336,43.553,231.2049,73.7866,1
U020,Valentine - Laufey,81.4806,240.1647,9.1783,6.2217,39.6385,102.0675,309.289,62.429,1
U034,Sangre para derramar - Milo J,53.5408,282.9943,17.3984,31.8961,14.6054,151.7529,367.3328,137.1474,0
U050,Mas fuerte - Greeicy,26.5292,434.6275,28.1879,51.9485,54.4796,30.314,460.9342,24.1656,1
U043,Quedate - Manuel Medrano,68.1244,26.7176,29.5044,33.4298,61.0761,26.6957,171.999,34.3804,1
U115,Too little too late - Laufey,38.5019,446.2952,100.0656,112.0133,85.5688,100.5468,545.4465,14.978,0
U082,Estos celos - Vicente Fernandez,80.5192,117.878,12.553,26.9731,42.0273,19.2361,28.8614,61.2635,1
U089,Somedoy - Jung Kook,62.2957,57.5836,20.0133,16.1591,68.4594,85.4543,8.1881,16.995,1
U050,Rolling in the deep - Adele,84.5936,434.6275,115.5585,105.0556,67.6566,181.4273,518.9987,113.7707,0
U062,No me culpes por sentir - Kevin Kaarl,23.8405,332.5703,42.2926,16.0149,47.9243,19.0296,319.2776,28.8947,1
U096,Why why why - Shawn Mendes,55.786,139.7888,53.1592,105.1792,93.2226,502.0631,73.3639,408.8404,0
U101,Pobre pistolita - Paquita la del barrio,58.0326,170.7709,28.368,51.1355,24.7183,8.1917,233.5007,16.5267,1
U037,Desde que estamos juntos - Melendi,62.7244,10.7758,0.046,23.0582,24.5704,47.3326,76.6665,22.7622,1
U106,La luna - Josean Log,54.3983,239.0888,37.594,51.519,11.8655,14.7652,315.7584,2.8998,1
U036,Tears dry on their own - Amy Winehouse,20.363,20.4048,60.9675,34.4593,69.5885,111.5551,25.2389,41.9666,0
U069,Where have you been - Rihanna,84.5936,404.7728,56.991,4.2811,13.5308,22.9094,485.7256,9.3786,1
U069,Dont stop the music - Rihanna,84.2147,404.7728,32.7506,18.7745,10.7973,91.384,485.3467,102.1813,0
U089,Las de la intruicion - Shakira,78.3497,239.749,45.8412,8.1032,55.258,15.2327,305.1985,70.4906,1
U027,Dame tu aire - Alex Ubago,49.3451,448.8001,116.362,138.6665,57.256,425.0927,508.3371,367.8365,0
U010,In my bed - Amy Winehouse,17.8693,533.6953,149.8213,136.9642,139.617,100.6508,566.6957,38.9663,0
U120,Promise - Laufey,57.3892,221.63,63.0336,121.3213,60.8867,436.4497,79.9434,497.3364,0
U052,Love in the dark - Adele,66.8761,476.7798,125.8273,114.8902,68.1356,164.051,620.3011,95.9154,0
U055,Si supieras - Kevin Kaarl,59.0821,35.7531,10.0592,1.8454,3.2157,27.0606,133.7924,30.2762,1
U107,Te busco audio - Celia Cruz,69.8083,517.0215,50.5367,18.9118,52.7315,115.4435,598.0177,62.712,0
U094,Thriller - Michael Jackson,60.8547,605.129,113.7487,121.4898,14.5978,239.1092,706.7329,224.5114,0
U051,Milagrosa - Milo J,57.6888,243.1445,163.1823,174.6248,106.4896,586.1147,242.065,479.6251,0
U083,Treat you better - Shawn Mendes,84.5936,378.3414,19.5017,29.0367,30.8201,65.9769,472.4132,96.7971,1
U014,My love mine all mine - Mitski,42.5124,338.1547,37.0868,71.1467,21.0431,15.2099,392.0903,36.253,1
U005,Quimbara - Celia Cruz,23.5139,433.0784,125.8226,124.6298,83.5992,141.6089,448.1787,58.0097,0
U007,La luna - Josean Log,68.0895,291.8875,25.5151,43.0023,1.1435,39.9051,458.9159,38.7615,1
U075,Fecha de caducidad - Melendi,67.6972,212.2571,158.8085,208.4401,96.5399,132.994,96.8394,36.4541,0
U076,When we were young - Adele,52.1989,519.1636,163.3802,148.9291,83.5468,179.2935,629.0311,95.7467,0
U106,Ultraviolence - Lana del rey,54.3983,298.4856,119.7829,160.2059,36.6868,81.8642,375.1552,45.1774,0
U069,Bored - Laufey,84.5936,107.2761,15.0449,54.9968,57.1366,73.9481,26.3233,16.8115,1
U059,Tears dry on their own - Amy Winehouse,21.9806,251.5782,36.8915,25.0801,3.7413,63.5004,271.3911,59.7591,1
U028,Valentine - Laufey,54.5809,481.1986,130.942,104.8331,87.6568,191.4113,593.5773,103.7545,0
U085,Sigo aqui - Alex Ubago,80.9332,99.8166,12.9705,7.5543,39.1209,43.1197,286.789,82.2405,1
U005,Where have you been - Rihanna,28.6144,433.0784,151.3477,126.6529,92.158,226.8285,453.2793,134.6705,0
U030,Si supieras - Kevin Kaarl,84.5936,196.3381,164.0485,159.8226,167.9211,151.165,119.4808,16.7561,0
U033,Somedoy - Jung Kook,51.8132,149.8943,3.1222,0.1146,55.9659,385.3386,179.9053,329.3727,0
U012,Cinnamon girl - Lana del rey,22.5986,17.2233,69.4355,16.3747,2.6797,54.3752,95.9876,51.6955,1
U051,Diamonds - Rihanna,69.1707,218.1119,27.7441,26.6265,23.8065,428.7465,228.5144,404.94,0
U083,Yes or no - Jung Kook,81.1035,64.665,34.0465,30.6424,36.6305,55.6845,155.2466,19.0539,1
U119,There's nothing holding me back - Shawn Mendes,84.5936,241.8649,34.5582,33.6568,27.1771,70.6394,161.5162,43.4623,1
U060,West coast - Lana del rey,32.971,10.1242,44.7271,66.765,158.6984,189.4272,66.5719,30.7288,0
U090,Bad - Michael Jackson,54.7533,156.1465,11.0965,1.1135,22.2164,41.839,89.8917,64.0554,1
U028,Sabes - Alex Ubago,54.5809,326.7412,36.9099,9.8398,5.9226,89.0513,439.1199,83.1287,1
U047,Los consejos - Greeicy,84.5936,63.9878,19.4588,23.8684,48.127,77.9175,19.5779,29.7907,1
U032,Ya para que - Greeicy,11.4695,461.3445,74.9859,79.6769,123.9388,142.1809,472.814,266.1197,0
U080,La ley del monte - Vicente Fernandez,11.5538,210.2537,94.3191,89.4238,62.871,88.6498,193.1943,151.5208,0
U063,Why why why - Shawn Mendes,41.9008,182.7195,14.1167,47.6913,59.9789,61.4878,101.8729,121.4667,1
U077,Yes or no - Jung Kook,28.8915,31.5522,82.9339,87.7943,103.1833,81.2782,60.4437,184.4616,0
U005,Let you break my heart again - Laufey,65.1788,313.5038,96.4024,91.967,60.8999,173.2556,239.9115,112.3557,0
U094,Que le den candela - Celia Cruz,2.075,561.6979,106.4279,102.4465,76.4503,174.85,604.5221,98.3997,0
U112,La promesa - Melendi,63.9171,263.6267,48.0118,39.9465,0.8274,52.6798,418.0224,53.5072,1
U060,Por si acaso no regreso - Celia Cruz,2.9821,213.997,61.6514,15.9814,13.3979,52.1876,101.3477,38.7897,1
U099,Somedoy - Jung Kook,64.1223,45.4464,20.9021,6.1094,39.1761,19.4084,5.7392,58.5845,1
U095,Te busco audio - Celia Cruz,53.1045,434.4379,35.7766,1.5397,29.1306,65.566,486.5024,94.6966,1
U009,Promise - Laufey,84.5936,351.6248,79.7095,124.4951,109.9169,255.1752,422.9607,145.2583,0
U084,Bored - Laufey,59.2101,271.9219,60.5067,74.4322,3.9356,453.4261,426.2786,457.3617,0
U028,Desde que estamos juntos - Melendi,54.5809,18.7564,39.2,19.2657,3.9205,70.6567,131.1351,66.7362,1
U086,Sin miedo a nada - Alex Ubago,84.5936,78.2683,81.3272,133.0236,3.9983,15.6054,164.0913,11.6072,0
U115,Como hacer para olvidarte - Manuel Medrano,47.7305,317.0323,7.846,26.088,18.6508,31.8497,425.4121,13.199,1
U117,My you - Jung Kook,33.3302,148.1751,50.8794,50.4558,6.7145,71.1577,103.0447,77.8722,1
U060,Los besos - Greeicy,11.9205,111.8423,20.172,21.2956,12.1215,259.4328,14.0958,271.5542,0
U106,Man down - Rihanna,1.2267,221.6922,121.209,104.9625,123.782,102.7815,245.1901,21.0005,0
U017,Stitches - Shawn Mendes,39.6554,133.0476,61.8571,88.4595,32.0453,66.4948,173.8127,98.5401,0
U107,Que me perdone tu perro - Paquita la del barrio,72.1148,535.8501,13.3627,21.7646,31.1804,15.0978,619.1528,46.2782,1
U032,Remember the time  Michael Jackson,75.3734,430.1436,15.6282,10.039,49.46,77.9217,505.517,127.3817,1
U010,Stitches - Shawn Mendes,41.8107,193.7651,108.7129,128.8889,50.1079,92.3932,250.7069,42.2851,0
U028,Donde nadie pueda ir - Manuel Medrano,54.5809,289.8766,20.1323,13.9687,20.1945,10.2534,402.2553,9.9411,1
U012,Lover girl - Laufey,74.4424,207.0865,5.5781,39.9003,14.4191,109.8805,3.1654,124.2997,1
U039,Bad - Michael Jackson,66.2091,246.8456,4.5162,14.0316,43.5252,97.2818,235.9463,53.7566,1
U052,Sangre para derramar - Milo J,66.1161,301.1239,28.1192,49.4044,25.1069,12.1453,443.8852,37.2522,1
U063,Borracho te recuerdo - Vicente Fernandez,41.9008,191.3366,29.5727,2.5098,114.4693,12.7211,272.1832,127.1904,1
U031,Una y otra vez - Manuel Medrano,76.1597,30.929,27.8452,22.0784,49.732,124.9102,212.7826,75.1782,1
U092,Summertime sadness - Lana del rey,59.7792,420.8495,32.6847,0.4524,10.9474,176.9691,472.8996,187.9165,0
U059,Taco placero - Paquita la del barrio,63.4427,40.7849,15.393,23.2907,79.5793,9.87,20.4902,89.4493,1
U083,Smooth criminal - Michael Jackson,84.5936,524.864,76.9331,18.0528,64.0295,305.4909,618.9357,369.5204,0
U020,In my blood - Shawn Mendes,81.4806,309.8422,23.6938,19.2375,94.4349,68.2792,378.9665,26.1556,1
U007,Tres veces te engañe - Paquita la del barrio,68.0895,588.8773,145.4324,105.0013,97.4556,411.4544,755.9057,313.9988,0
U027,La mujer que bota fuego - Manuel Medrano,49.3451,419.1639,131.5295,146.9726,54.9826,481.0009,478.7009,426.0181,0
U051,Nobody - Mitski,69.1707,311.1477,36.791,57.2785,27.6078,359.698,300.7451,332.0902,0
U025,Como hacer para olvidarte - Manuel Medrano,64.8401,343.1675,10.5026,37.2092,42.0762,22.8235,503.6058,64.8997,1
U001,Rincon - Milo J,48.7455,108.9038,20.6993,30.5963,18.6541,17.2632,48.0036,35.9173,1
U072,Es que yo te quiero a ti - Kevin Kaarl,65.2113,274.9897,109.0493,94.5309,81.4543,493.906,102.4711,412.4518,0
U003,Valentine - Laufey,81.888,229.9003,14.5567,11.0718,15.5374,116.5582,303.1361,132.0956,1
U013,Tu jardin con enanitos - Melendi,52.7759,563.5605,35.3623,7.604,0.8073,78.2024,631.4054,79.0098,0
U098,Quiero + - Greeicy,84.5936,460.2727,14.0558,30.3097,71.7484,62.4654,548.2374,9.283,0
U095,Las de la intruicion - Shakira,55.411,345.0374,96.32,91.4096,3.2165,145.2427,399.4084,148.4592,0
U106,Te quiero tanto - Kevin Kaarl,54.3983,393.7273,17.37,19.3162,22.2707,21.4059,470.3969,0.8648,1
U050,Chicago - Michael Jackson,84.5936,223.7296,1.2635,17.16,0.1685,88.1266,308.1008,87.9581,1
U068,I'll change for you - Mitski,19.7621,418.4726,95.0268,70.464,58.1006,148.9414,386.9189,90.8408,0
U035,Tu jardin con enanitos - Melendi,71.2139,575.8285,22.6657,2.8943,26.5568,50.084,685.7748,23.5272,1
U018,La mujer que bota fuego - Manuel Medrano,80.3973,411.0789,211.921,193.7819,79.2137,494.2001,379.1401,414.9863,0
U064,Soltera - Shakira,56.9236,494.7572,173.6879,167.038,99.2676,123.42,646.0074,24.1523,0
U044,Send my love - Adele,81.8948,264.2975,79.3717,27.0927,112.4892,74.1307,363.2391,38.3585,0
U039,A veces a besos - Greeicy,54.2817,102.8488,76.5498,98.3927,15.7106,217.4586,125.6754,201.7481,0
U059,Retirada - Milo J,59.9526,33.5963,18.8872,34.8354,44.8142,155.6917,24.1886,200.5059,1
U007,In my blood - Shawn Mendes,68.0895,570.6902,74.8505,63.0929,47.1878,179.4853,737.7186,132.2974,0
U030,Mentira - Greeicy,52.0011,53.6108,29.1117,25.0639,20.7979,42.2035,97.8756,21.4056,1
U037,Too sad to dance - Jung Kook,61.5811,576.8647,105.844,52.4985,82.1652,23.5154,663.1637,58.6499,0
U112,Top of the world - Shawn Mendes,63.9171,72.7415,76.7897,77.0307,33.0308,77.4572,227.1372,44.4264,0
U118,Doma - Josean log,52.0939,395.8408,67.7439,64.8623,32.4071,4.5494,541.1988,36.9566,0
U100,Niño - Milo J,54.5933,104.3638,30.6763,19.9717,13.8335,4.0448,15.8016,17.8782,1
U016,Fecha de caducidad - Melendi,62.3968,572.248,36.2566,4.3193,26.9957,36.982,662.7241,63.9777,1
U011,Top of the world - Shawn Mendes,84.5936,34.8094,59.5991,57.7876,24.8398,45.9584,53.5776,21.1186,1
U025,In a lake portuguese -  Mitski,19.0651,516.2701,65.0048,58.4854,96.5745,65.3982,592.8031,31.1763,0
U082,La negra tiene tumbao - Celia Cruz,27.3476,496.9681,96.0614,55.1903,117.7877,80.6004,590.5358,37.1874,0
U024,Just friends - Amy Winehouse,70.4744,154.8915,99.0865,92.1985,11.6315,255.8938,14.4498,244.2623,0
U019,Si hay algo - Josean Log,65.9542,159.6122,43.5447,50.1103,18.7922,8.8032,335.148,27.5955,1
U088,Por si acaso no regreso - Celia Cruz,21.5281,522.5292,136.1498,96.6444,79.5702,292.6245,567.9864,213.0543,0
U046,Stitches - Shawn Mendes,73.1014,179.5216,54.2123,47.4776,6.1603,24.5803,281.5175,18.4199,1
U111,Loba - Shakira,61.0367,170.4007,16.3027,4.5297,93.6103,8.5399,11.4079,85.0704,1
U096,I'll change for you - Mitski,0.1573,224.9299,5.8477,7.8549,51.3388,478.7538,102.5617,427.415,0
U080,Remember the time  Michael Jackson,11.5538,379.6664,70.3307,28.8066,11.4879,8.6765,362.607,20.1644,1
U038,Doma - Josean log,60.5,256.4636,9.6442,14.4777,125.0933,76.9986,318.0498,48.0948,1
U009,Never be alone - Shawn Mendes,84.5936,357.9373,175.8319,221.0268,209.0224,336.5121,429.2732,127.4897,0
U026,From the start - Laufey,42.2891,1.8984,95.2068,92.4062,50.4009,87.8015,25.6205,37.4006,0
U083,Amor viejo - Kevin Kaarl,84.5936,36.2385,94.2443,111.1464,46.8357,70.4245,130.3102,23.5888,0
U109,Just friends - Amy Winehouse,61.1758,565.5413,140.3228,126.4187,99.3557,31.4139,679.085,67.9418,0
U076,Send my love - Adele,49.5001,311.8259,173.4771,133.4294,135.6196,160.8208,418.9946,25.2012,0
U008,Rehab - Amy Winehouse,7.5116,101.4628,54.3971,30.7279,88.9644,138.1823,74.5799,227.1468,0
U053,Lo hecho esta hecho - Shakira,40.5897,333.949,111.2653,77.6492,103.7888,161.8805,349.0776,58.0917,0
U062,My you - Jung Kook,5.8825,304.5644,24.1492,42.6959,61.0856,30.1998,299.8991,30.8858,1
U078,Cheque al portamor - Melendi,84.5936,329.7735,195.9998,188.4309,74.5646,518.6212,329.7253,444.0566,0
